#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	stats
#open	2016-12-28-16-25-43
#fields	ts	peer	mem	pkts_proc	bytes_recv	pkts_dropped	pkts_link	pkt_lag	events_proc	events_queued	active_tcp_conns	active_udp_conns	active_icmp_conns	tcp_conns	udp_conns	icmp_conns	timers	active_timers	files	active_files	dns_requests	active_dns_requests	reassem_tcp_size	reassem_file_size	reassem_frag_size	reassem_unknown_size
#types	time	string	count	count	count	count	count	interval	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count	count
1258569167.087257	bro	56	2	1524	-	-	-	406	15	1	0	0	1	0	0	36	32	0	0	0	0	1408	0	0	0
1258569469.460219	bro	60	1053	789179	-	-	-	761	760	4	3	0	9	23	0	655	49	16	0	0	0	1408	0	0	0
1258569771.720013	bro	60	882	711091	-	-	-	168	164	1	1	0	3	6	0	566	36	2	0	0	0	1408	0	0	0
1258570073.023960	bro	62	1110	827850	-	-	-	1181	1182	2	2	0	8	7	0	695	39	33	0	1	1	0	0	0	0
1258570380.551144	bro	62	887	705911	-	-	-	231	234	2	1	0	4	9	0	559	35	2	0	0	0	1344	0	0	0
1258570682.022425	bro	63	1142	858365	-	-	-	659	655	1	3	0	7	30	0	691	39	11	0	1	0	0	0	0	0
1258570983.914402	bro	63	752	606628	-	-	-	172	176	1	2	0	2	7	0	542	34	2	0	0	0	0	0	0	0
1258571283.914410	bro	63	648	518720	-	-	-	240	236	2	2	0	7	7	0	558	42	5	0	0	0	0	0	0	0
1258571590.535718	bro	63	767	637985	-	-	-	228	230	1	3	0	2	14	0	565	37	2	0	0	0	1344	0	0	0
1258571891.133302	bro	63	1704	1186520	-	-	-	2246	2244	7	2	0	36	26	0	1009	66	64	0	0	0	0	0	0	0
1258572194.276536	bro	63	757	623672	-	-	-	145	149	2	1	0	4	7	0	624	35	2	0	0	0	1344	0	0	0
1258572496.255762	bro	65	781	586656	-	-	-	620	629	2	1	0	6	13	0	606	45	12	0	0	0	1344	0	0	0
1258572798.238973	bro	65	540	468428	-	-	-	699	703	1	2	0	2	6	0	529	40	16	0	0	0	1344	0	0	0
1258573099.184594	bro	65	851	651666	-	-	-	1176	1163	2	2	0	5	23	0	634	47	25	0	0	0	0	0	0	0
1258573402.759316	bro	65	823	665503	-	-	-	764	776	1	1	0	2	6	0	530	39	17	0	0	0	1344	0	0	0
1258573703.485081	bro	65	738	509057	-	-	-	1292	1283	1	3	0	8	11	0	584	37	34	0	0	0	0	0	0	0
1258574013.914421	bro	65	122	60891	-	-	-	137	134	1	2	0	2	6	0	338	33	1	0	0	0	0	0	0	0
1258574313.914427	bro	65	1597	1147865	-	-	-	979	978	1	1	0	17	16	0	578	36	24	0	0	0	0	0	0	0
1258574643.914422	bro	65	129	18807	-	-	-	381	382	2	1	0	5	12	0	425	41	8	0	0	0	0	0	0	0
1258574943.914430	bro	65	57	9083	-	-	-	138	134	0	1	0	1	5	0	376	34	2	0	0	0	0	0	0	0
1258575260.491848	bro	65	86	13103	-	-	-	273	275	2	1	0	3	9	0	382	39	5	0	0	0	0	0	0	0
1258575573.914398	bro	65	80	12538	-	-	-	160	158	0	2	0	1	9	0	373	35	1	0	0	0	0	0	0	0
1258575873.914422	bro	66	109	25296	-	-	-	303	307	1	1	0	4	7	0	356	33	8	0	1	0	0	0	0	0
1258576203.914422	bro	66	54	5929	-	-	-	103	99	0	2	0	0	7	0	330	35	0	0	0	0	0	0	0	0
1258576516.651225	bro	66	95	20130	-	-	-	295	296	2	3	0	5	8	0	445	43	7	0	1	0	0	0	0	0
1258576833.914435	bro	66	92	16284	-	-	-	190	189	0	1	0	2	7	0	438	34	2	0	0	0	0	0	0	0
1258577163.914406	bro	66	109	26535	-	-	-	329	331	1	1	0	3	4	0	384	34	8	0	0	0	0	0	0	0
1258577465.808456	bro	66	57	6412	-	-	-	104	108	0	3	0	0	10	0	381	36	0	0	0	0	0	0	0	0
1258577769.155861	bro	69	1781	1357045	-	-	-	2871	2867	4	2	0	116	8	0	697	104	64	0	2	0	0	0	0	0
1258578093.914422	bro	70	3305	3088897	-	-	-	3403	3406	4	3	0	25	55	0	892	45	64	0	0	0	0	0	0	0
1258578401.588494	bro	72	3398	2958641	-	-	-	4314	4312	11	2	0	68	196	0	1310	55	21	0	2	1	0	0	0	0
1258578714.960964	bro	72	168	44930	-	-	-	478	482	0	2	0	8	10	0	564	37	9	0	0	0	0	0	0	0
1258579023.914407	bro	72	420	205793	-	-	-	988	982	0	3	0	22	15	0	657	55	25	0	2	2	0	0	0	0
1258579332.405445	bro	72	520	174392	-	-	-	2152	2154	0	1	0	16	263	0	834	32	16	0	0	0	0	0	0	0
1258579653.914419	bro	72	100	12897	-	-	-	223	219	0	2	0	3	10	0	376	37	2	0	0	0	0	0	0	0
1258579953.914437	bro	72	22	2435	-	-	-	19	22	0	1	0	0	2	0	314	32	0	0	0	0	0	0	0	0
1258580283.914399	bro	73	457	159905	-	-	-	1812	1809	1	3	0	3	138	0	719	41	5	0	0	0	0	0	0	0
1258580583.914410	bro	73	116	35332	-	-	-	429	433	1	1	0	4	5	0	378	39	10	0	0	0	0	0	0	0
1258580883.914656	bro	73	447	153042	-	-	-	1675	1674	2	35	0	3	133	0	614	107	4	0	0	0	0	0	0	0
1258581183.914657	bro	73	66	7098	-	-	-	143	142	0	1	0	0	8	0	355	33	0	0	0	0	0	0	0	0
1258581483.914659	bro	73	902	773417	-	-	-	443	442	0	2	0	13	3	0	415	49	15	0	0	0	0	0	0	0
1258581783.914779	bro	73	531	189840	-	-	-	2037	2039	8	24	0	11	133	0	662	108	10	0	1	0	0	0	0	0
1258582083.914781	bro	73	3043	2150258	-	-	-	5719	5720	1	1	0	60	72	0	1353	40	115	0	2	1	0	0	0	0
1258582395.404883	bro	73	971	632857	-	-	-	1190	1191	1	2	0	17	11	0	663	47	29	0	1	0	0	0	0	0
1258582713.914641	bro	74	5540	4395823	-	-	-	2535	2533	2	2	0	16	140	0	970	40	21	0	2	0	0	0	0	0
